element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
264,30,2,0,False,2020-10-04T18:15:00Z,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-15200,252440,10473,25673
265,3,10,0,True,2020-09-12T16:30:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,10271,0,0
265,11,5,0,False,2020-09-20T15:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-908,10754,716,1624
265,23,1,0,True,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1217,10002,726,1943
265,30,2,0,False,2020-10-04T18:15:00Z,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,1201,12648,2907,1706
266,18,20,2,False,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,11,15.4,4.8,4.0,2.4,55,1626,81124,7521,5895
266,24,9,1,True,2020-09-27T15:30:00Z,2,5,3,50,0,0,0,1,0,0,0,0,0,0,0,6,15.6,8.0,25.0,4.9,55,10459,102781,20444,9985
266,33,10,1,False,2020-10-03T16:30:00Z,1,1,4,13,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.3,1.0,0.4,55,-4570,101126,5311,9881
267,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-292,2235,106,398
267,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-225,2180,104,329
267,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-153,2126,58,211
268,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105,-37798,235327,45002,82800
268,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,104,-118886,116374,10519,129405
268,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,104,-24868,97547,524,25392
269,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-828,49848,3032,3860
269,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-8964,42756,2107,11071
269,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-13790,29259,69,13859
270,18,20,2,False,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,12,23.8,6.3,12.0,4.2,60,5851,356412,32197,26346
270,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,9,5.4,10.8,17.0,3.3,60,11411,401231,47840,36429
270,33,10,2,False,2020-10-03T16:30:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,9.0,12.3,8.0,2.9,60,-31558,379917,14145,45703
271,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,2066,38249,7304,5238
271,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-14468,23822,1806,16274
271,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-5634,19094,156,5790
272,18,20,13,False,2020-09-21T19:15:00Z,1,3,2,90,1,1,0,1,0,0,0,0,0,0,3,42,85.2,71.6,64.0,22.1,115,344561,2063222,447375,102814
272,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,13,10.4,42.5,10.0,6.3,116,732522,2937597,817530,85008
272,33,10,2,False,2020-10-03T16:30:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,11,19.2,71.3,53.0,14.4,117,162180,3145452,280249,118069
273,18,20,2,False,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,14,20.2,0.3,0.0,2.1,50,-502,28676,2022,2524
273,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,7191,42615,12556,5365
273,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5411,38156,2200,7611
274,18,20,1,False,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,1,0,0,0,1,0,0,0,11,14.6,3.9,8.0,2.7,60,-5287,121294,4856,10143
274,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,10,2.0,21.0,0.0,2.3,60,-1754,130092,9921,11675
274,33,10,1,False,2020-10-03T16:30:00Z,1,1,4,70,0,0,0,1,0,0,0,1,0,0,0,2,0.0,1.3,2.0,0.1,60,-10029,124430,3502,13531
275,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85,19355,151442,43778,24423
275,24,9,12,True,2020-09-27T15:30:00Z,2,5,3,90,1,1,0,5,0,0,0,0,0,0,2,39,52.4,42.9,30.0,12.5,85,-31344,125375,20978,52322
275,33,10,2,False,2020-10-03T16:30:00Z,1,1,4,76,0,0,0,1,0,0,0,0,0,0,0,6,3.0,29.8,5.0,3.8,85,220611,374253,253434,32823
276,18,20,5,False,2020-09-21T19:15:00Z,1,3,2,81,0,1,0,1,0,0,0,0,0,0,0,17,22.2,14.7,29.0,6.6,115,70648,322864,106804,36156
276,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,-4,4.6,6.5,40.0,5.1,115,92242,431789,158435,66193
276,33,10,9,False,2020-10-03T16:30:00Z,1,1,4,90,1,0,0,1,0,0,0,0,0,0,2,21,43.2,54.3,69.0,16.7,115,54283,496951,108435,54152
277,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-392,64092,6014,6406
277,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-20635,45106,3709,24344
277,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-11691,34491,106,11797
278,18,20,2,False,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,11,5.0,0.0,0.0,0.5,60,9469,354253,29834,20365
278,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,2,0,13,14.2,0.0,0.0,1.4,60,1381,383518,33928,32547
278,33,10,4,False,2020-10-03T16:30:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,6,0,17,42.8,0.0,0.0,4.3,60,-28151,362349,10040,38191
279,18,20,2,False,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,12,7.4,0.4,0.0,0.8,55,4175,474483,43491,39316
279,24,9,5,True,2020-09-27T15:30:00Z,2,5,3,90,1,0,0,5,0,0,0,1,0,0,0,21,43.2,7.8,17.0,6.8,55,33398,544619,87670,54272
279,33,10,1,False,2020-10-03T16:30:00Z,1,1,4,19,0,0,0,0,0,0,0,0,0,0,0,4,4.6,10.7,2.0,1.7,55,7538,572796,47177,39639
280,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-27389,302527,24063,51452
280,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-88900,212908,1943,90843
280,33,10,2,False,2020-10-03T16:30:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9,10.8,0.7,6.0,1.8,60,-15958,207518,5388,21346
281,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,-10501,43760,1947,12448
281,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,-14252,30180,977,15229
281,33,10,1,False,2020-10-03T16:30:00Z,1,1,4,25,0,0,0,0,0,0,0,0,0,0,0,5,3.2,12.1,8.0,2.3,74,-2824,29186,3079,5903
282,18,20,6,False,2020-09-21T19:15:00Z,1,3,2,90,1,0,0,1,0,0,0,1,0,0,1,28,47.0,13.8,45.0,10.6,95,29514,153900,45431,15917
282,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,95,-14146,151721,74643,88789
282,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,94,-75534,75463,988,76522
283,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-1277,30075,1417,2694
283,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-7889,23043,1004,8893
283,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-3822,19999,203,4025
284,18,20,9,False,2020-09-21T19:15:00Z,1,3,2,90,1,0,0,1,0,0,0,0,0,0,2,37,46.4,18.8,23.0,8.8,65,20071,279640,59741,39670
284,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,63,0,0,0,3,0,0,0,0,0,0,0,5,0.6,3.7,0.0,0.4,65,205051,529454,284995,79944
284,33,10,2,False,2020-10-03T16:30:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,8,8.0,26.2,42.0,7.6,66,66213,603199,135460,69247
285,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-145,6803,709,854
285,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-226,7281,943,1169
285,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-398,7152,442,840
286,18,20,1,False,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,1,0,0,0,1,0,0,0,8,12.0,16.2,1.0,2.9,55,-1071,37251,3748,4819
286,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,14,12.6,8.0,3.0,2.4,55,-3393,36118,3472,6865
286,33,10,2,False,2020-10-03T16:30:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,18,18.0,5.4,4.0,2.7,55,-974,37249,3853,4827
287,18,20,1,False,2020-09-21T19:15:00Z,1,3,2,9,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,70,-2600,79393,8008,10608
287,24,9,1,True,2020-09-27T15:30:00Z,2,5,3,26,0,0,0,2,0,0,0,0,0,0,0,-1,0.4,11.9,1.0,1.3,70,-12411,68207,2916,15327
287,33,10,5,False,2020-10-03T16:30:00Z,1,1,4,64,0,1,0,1,0,0,0,0,0,0,0,14,17.2,11.8,40.0,6.9,69,-7005,62847,2704,9709
288,18,20,0,False,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-783,19182,1500,2283
288,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,17,14.6,15.8,0.0,3.0,49,-4026,16149,1074,5100
288,33,10,0,False,2020-10-03T16:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-569,16980,1687,2256
289,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1606,11035,144,1750
289,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2408,8733,49,2457
289,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-991,7904,33,1024
290,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-391,8726,641,1032
290,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1553,8065,361,1914
290,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-649,8183,611,1260
291,15,6,1,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,2,0,12,16.6,0.0,0.0,1.7,55,8554,296170,24934,16380
291,19,3,2,False,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,3,0,13,25.8,0.0,0.0,2.6,55,-17027,297884,18294,35321
291,35,17,-1,True,2020-10-04T15:30:00Z,1,6,4,90,0,0,0,6,0,0,0,0,0,2,0,11,19.8,0.0,0.0,2.0,55,-23850,282198,5325,29175
292,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-573,14080,1048,1621
292,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2608,12433,408,3016
292,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1693,11443,225,1918
293,15,6,1,True,2020-09-19T16:30:00Z,1,3,2,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,65,-1023,21375,2047,3070
293,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-4490,18756,942,5432
293,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-3516,16479,481,3997
294,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-354,4997,211,565
294,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-748,4764,97,845
294,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-519,4577,69,588
295,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-198,18715,2081,2279
295,19,3,4,False,2020-09-26T11:30:00Z,2,3,3,90,0,1,0,2,0,0,0,1,0,0,0,19,22.6,4.6,9.0,3.6,50,-3205,16713,1197,4402
295,35,17,1,True,2020-10-04T15:30:00Z,1,6,4,45,0,0,0,4,0,0,0,0,0,0,0,6,4.4,12.6,0.0,1.7,50,1359,20209,3481,2122
296,15,6,2,True,2020-09-19T16:30:00Z,1,3,2,66,0,0,0,1,0,0,0,0,0,0,0,7,15.6,6.8,16.0,3.8,80,15876,141119,31510,15634
296,19,3,2,False,2020-09-26T11:30:00Z,2,3,3,64,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.8,0.0,0.0,80,-27439,122029,9465,36904
296,35,17,2,True,2020-10-04T15:30:00Z,1,6,4,90,0,0,0,6,0,0,0,0,0,0,0,3,6.8,5.3,4.0,1.6,79,-16993,112089,7625,24618
297,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-691,5746,266,957
297,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1700,4082,52,1752
297,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-613,3580,45,658
298,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,1,0,0,0,14,14.8,4.6,4.0,2.3,55,11004,276468,28710,17706
298,19,3,4,False,2020-09-26T11:30:00Z,2,3,3,90,0,1,0,2,0,0,0,0,0,0,0,22,15.0,0.5,18.0,3.4,55,-28042,259603,17781,45823
298,35,17,-1,True,2020-10-04T15:30:00Z,1,6,4,90,0,0,0,6,0,0,0,0,0,0,0,7,0.0,0.9,2.0,0.3,55,-26765,240877,8706,35471
299,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-623,11306,935,1558
299,19,3,1,False,2020-09-26T11:30:00Z,2,3,3,25,0,0,0,1,0,0,0,0,0,0,0,4,2.4,0.8,0.0,0.3,54,-2240,9885,497,2737
299,35,17,1,True,2020-10-04T15:30:00Z,1,6,4,45,0,0,0,2,0,0,0,0,0,0,0,6,6.8,3.1,0.0,1.0,54,-874,9571,494,1368
300,15,6,1,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,15,12.8,7.8,2.0,2.3,50,20945,111268,36929,15984
300,19,3,1,False,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,16,15.0,3.5,2.0,2.1,50,-3434,113514,17662,21096
300,35,17,-2,True,2020-10-04T15:30:00Z,1,6,4,90,0,0,0,6,0,0,0,1,0,0,0,7,12.0,15.8,0.0,2.8,50,-15258,99298,4090,19348
301,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-392,15558,1594,1986
301,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-2884,14109,831,3715
301,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1772,13422,604,2376
302,15,6,2,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,13,25.6,78.4,25.0,12.9,105,451998,1623046,525858,73860
302,19,3,12,False,2020-09-26T11:30:00Z,2,3,3,90,1,1,0,2,0,0,0,1,0,0,3,40,60.6,40.8,19.0,12.0,105,-274258,1344788,80386,354644
302,35,17,6,True,2020-10-04T15:30:00Z,1,6,4,45,1,0,0,4,0,0,0,0,0,0,0,21,35.4,16.6,23.0,7.5,105,76237,1473422,187021,110784
303,15,6,2,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,4,1.2,6.0,28.0,3.5,90,340570,1156211,419865,79295
303,19,3,2,False,2020-09-26T11:30:00Z,2,3,3,89,0,0,0,1,0,0,0,0,0,0,0,6,1.6,3.8,28.0,3.3,90,-221548,929457,59278,280826
303,35,17,1,True,2020-10-04T15:30:00Z,1,6,4,27,0,1,0,6,0,0,0,0,1,0,0,0,0.8,1.3,6.0,0.8,89,-290358,655400,12984,303342
304,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-386,5704,331,717
304,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1071,5039,191,1262
304,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-620,4722,205,825
305,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-18567,182213,3240,21807
305,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-30830,158237,2112,32942
305,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-18987,144099,908,19895
306,15,6,2,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,11,8.2,31.3,10.0,5.0,95,111651,445991,160201,48550
306,19,3,7,False,2020-09-26T11:30:00Z,2,3,3,90,1,0,0,2,0,0,0,0,0,0,0,21,36.6,14.5,39.0,9.0,95,-71554,380669,46907,118461
306,35,17,2,True,2020-10-04T15:30:00Z,1,6,4,90,0,0,0,6,0,0,0,0,0,0,0,4,5.6,14.9,2.0,2.3,95,46715,445218,98467,51752
307,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-627,1726,51,678
307,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-304,1475,32,336
307,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-144,1342,30,174
308,15,6,1,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,11,18.6,2.8,4.0,2.5,50,834,128704,12555,11721
308,19,3,1,False,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,22,26.2,0.5,0.0,2.7,50,-16933,115282,5627,22560
308,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-14917,102580,2190,17107
309,15,6,2,True,2020-09-19T16:30:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,21,26.0,37.0,28.0,9.1,50,-813,21842,1846,2659
309,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-674,23212,3326,4000
309,35,17,1,True,2020-10-04T15:30:00Z,1,6,4,45,0,0,0,2,0,0,0,0,0,0,0,6,12.2,0.8,2.0,1.5,50,-3179,20570,1034,4213
310,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-432,18413,1385,1817
310,19,3,1,False,2020-09-26T11:30:00Z,2,3,3,8,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.0,0.0,0.1,50,-758,20150,3237,3995
310,35,17,-2,True,2020-10-04T15:30:00Z,1,6,4,90,0,0,0,6,0,0,0,1,0,0,0,8,23.8,0.1,0.0,2.4,50,-1157,20485,1599,2756
311,15,6,1,True,2020-09-19T16:30:00Z,1,3,2,45,0,0,0,1,0,0,0,0,0,0,0,4,1.8,5.3,22.0,2.9,65,-652,26990,2827,3479
311,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-4407,24494,1582,5989
311,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-4112,21384,702,4814
312,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,80,0,0,0,2,0,0,0,1,0,0,0,17,17.8,30.5,16.0,6.4,45,-344,7589,400,744
312,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,520,9394,2251,1731
312,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1160,8468,276,1436
313,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,59156,865810,118395,59239
313,19,3,1,False,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,14,16.2,1.2,0.0,1.7,55,-123785,759590,34697,158482
313,35,17,-1,True,2020-10-04T15:30:00Z,1,6,4,90,0,0,0,6,0,0,0,0,0,0,0,13,27.0,3.1,2.0,3.2,54,-106230,668279,9167,115397
314,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-378,4034,142,520
314,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-641,3871,107,748
314,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-369,3772,76,445
315,15,6,1,True,2020-09-19T16:30:00Z,1,3,2,45,0,0,0,2,0,0,0,0,0,0,0,-2,0.0,3.7,26.0,2.8,75,60421,558286,132089,71668
315,19,3,2,False,2020-09-26T11:30:00Z,2,3,3,81,0,0,0,1,0,0,0,0,0,0,0,9,6.2,12.1,6.0,2.4,75,-95807,473066,61932,157739
315,35,17,2,True,2020-10-04T15:30:00Z,1,6,4,67,0,0,0,5,0,0,0,0,0,0,0,7,3.6,1.9,16.0,2.2,74,-60881,421310,28824,89705
316,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-142,1153,115,257
316,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-81,1172,160,241
316,35,17,0,True,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-75,1134,83,158
317,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-221,6233,627,848
